"pt_id","line_id","match_step","RouteName","RTENAME"
2874,2139,"step1_similar_name_1km","RICHLAND","RICHLAND"
2875,2140,"step1_similar_name_1km","BARTLETT","BARTLETT"
2876,2141,"step1_similar_name_1km","PETERSBURG","PETERSBURG"
2877,2142,"step1_similar_name_1km","ALMERIA","ALMERIA"
2878,2143,"step1_similar_name_1km","OCONTO","OCONTO"
2879,2144,"step1_similar_name_1km","PAXTON","PAXTON"
2880,2145,"step1_similar_name_1km","DALTON","DALTON"
2881,2146,"step1_similar_name_1km","THURSTON","THURSTON"
2882,2147,"step1_similar_name_1km","SPARTA","SPARTA"
2883,2148,"step1_similar_name_1km","WINSIDE","WINSIDE"
2884,2149,"step1_similar_name_1km","EAGLE CREEK","EAGLE CREEK"
2885,2150,"step1_similar_name_1km","MIDWAY","MIDWAY"
2886,2151,"step1_similar_name_1km","SWAN LAKE","SWAN LAKE"
2887,2152,"step1_similar_name_1km","JOHNSTOWN","JOHNSTOWN"
2889,2154,"step1_similar_name_1km","AGATE","AGATE"
2890,2155,"step1_similar_name_1km","KENNEDY","KENNEDY"
2891,2156,"step1_similar_name_1km","TABLE","TABLE"
2892,2157,"step1_similar_name_1km","KIMBALL","KIMBALL"
2893,2158,"step1_similar_name_1km","GORDON","GORDON"
2894,2159,"step1_similar_name_1km","BRADY","BRADY"
2895,2160,"step1_similar_name_1km","BENKELMAN","BENKELMAN"
2896,2161,"step1_similar_name_1km","RINGGOLD","RINGGOLD"
2897,2162,"step1_similar_name_1km","ARTHUR","ARTHUR"
2898,2163,"step1_similar_name_1km","CRESCENT LK","CRESCENT LK"
2899,2164,"step1_similar_name_1km","MURRAY LAKE","MURRAY LAKE"
2900,2165,"step1_similar_name_1km","BROWNLEE","BROWNLEE"
2901,2166,"step1_similar_name_1km","MULLEN","MULLEN"
2902,2167,"step1_similar_name_1km","BEREA","BEREA"
2903,2168,"step1_similar_name_1km","CRAWFORD","CRAWFORD"
2904,2169,"step1_similar_name_1km","LIBERTY 2","LIBERTY 2"
2905,2136,"step1_similar_name_1km","GRETNA 2","GRETNA"
2906,2170,"step1_similar_name_1km","WHEELER CO","WHEELER CO"
2907,2171,"step1_similar_name_1km","BERWYN","BERWYN"
2908,2172,"step1_similar_name_1km","WINSIDE 2","WINSIDE 2"
2909,2173,"step1_similar_name_1km","AGATE 2","AGATE 2"
2935,2174,"step1_similar_name_1km","OGLALA NAT. GRASS.","OGLALA NAT. GRASS."
2936,2175,"step1_similar_name_1km","Pine Ridge","Pine Ridge"
2937,2176,"step1_similar_name_1km","VYA","VYA"
2938,2177,"step1_similar_name_1km","PIUTE MDWS","PIUTE MDWS"
2940,2179,"step1_similar_name_1km","MIDAS","MIDAS"
2941,2180,"step1_similar_name_1km","DINNER STA","DINNER STA"
2942,2181,"step1_similar_name_1km","RANCHOGRANDE","RANCHOGRANDE"
2943,2182,"step1_similar_name_1km","SAND PASS","SAND PASS"
2945,2184,"step1_similar_name_1km","FISH CREEK","FISH CREEK"
2946,2185,"step1_similar_name_1km","CORTEZ","CORTEZ"
2947,2186,"step1_similar_name_1km","WALKER CAN","WALKER CAN"
2948,2187,"step1_similar_name_1km","MIZPAH","MIZPAH"
2949,2188,"step1_similar_name_1km","SUTCLIFFE","SUTCLIFFE"
2950,2189,"step1_similar_name_1km","FRENCHMAN","FRENCHMAN"
2951,2190,"step1_similar_name_1km","TOIYABE NF","TOIYABE NF"
2952,2191,"step1_similar_name_1km","EUREKA","EUREKA"
2954,2193,"step1_similar_name_1km","MAJORS PLACE","MAJORS PLACE"
2956,2195,"step1_similar_name_1km","THORNE","THORNE"
2957,2196,"step1_similar_name_1km","BIG SMOKEY V","BIG SMOKEY V"
2958,2197,"step1_similar_name_1km","DOBBIN CREEK","DOBBIN CREEK"
2959,2198,"step1_similar_name_1km","WILLIS","WILLIS"
2961,2200,"step1_similar_name_1km","SILVER PEAK","SILVER PEAK"
2962,2201,"step1_similar_name_1km","HIKO","HIKO"
2963,2202,"step1_similar_name_1km","CALIENTE","CALIENTE"
2964,2203,"step1_similar_name_1km","BEATTY","BEATTY"
2965,2204,"step1_similar_name_1km","ALAMO","ALAMO"
2966,2205,"step1_similar_name_1km","VAL OF FIRE","VAL OF FIRE"
2967,2206,"step1_similar_name_1km","JEAN LAKE","JEAN LAKE"
2968,2207,"step1_similar_name_1km","NELSON","NELSON"
2969,2208,"step1_similar_name_1km","JARBIDGE","JARBRIDGE"
2970,2209,"step1_similar_name_1km","RUBY VALLEY","RUBY VALLEY"
2973,2211,"step1_similar_name_1km","BALD MTN.","BALD MTN."
2974,2212,"step1_similar_name_1km","CHIMNEY RES.","CHIMNEY RES."
2975,2183,"step1_similar_name_1km","OREANA","RYE PATCH"
2976,2214,"step1_similar_name_1km","FALLON","FALLON"
2978,2215,"step1_similar_name_1km","HAWTHORNE","HAWTHORNE"
2979,2216,"step1_similar_name_1km","DARROUGHS HOT SPGS","DARROUGHS HOT SPGS"
2980,2200,"step1_similar_name_1km","SILVER PEAK 2","SILVER PEAK"
2982,2206,"step1_similar_name_1km","SANDY VALLEY","JEAN LAKE"
2983,2208,"step1_similar_name_1km","Jarbidge 2","JARBRIDGE"
2984,2218,"step1_similar_name_1km","RUBY VALLEY 2","RUBY VALLEY 2"
2987,2219,"step1_similar_name_1km","COMINS LAKE","COMINS LAKE"
2988,2220,"step1_similar_name_1km","HUMBOLDT NF","HUMBOLDT NF"
2990,2222,"step1_similar_name_1km","CARSON RIVER","CARSON RIVER"
2991,2223,"step1_similar_name_1km","AUSTIN","AUSTIN"
2992,2224,"step1_similar_name_1km","ASH MEADOWS","ASH MEADOWS"
2994,2226,"step1_similar_name_1km","MEADOW VALLY","MEADOW VALLY"
2995,2222,"step1_similar_name_1km","Carson River 2","CARSON RIVER"
2996,2220,"step1_similar_name_1km","HUMBOLDT NF 2","HUMBOLDT NF"
3100,2227,"step1_similar_name_1km","PETERBOROUGH","PETERBOROUGH"
3101,2228,"step1_similar_name_1km","BRENTWOOD","BRENTWOOD"
3102,2229,"step1_similar_name_1km","FITZWILLIAM","FITZWILLIAM"
3103,2230,"step1_similar_name_1km","DOVER","DOVER"
3104,2231,"step1_similar_name_1km","HOPKINTON","HOPKINTON"
3106,2233,"step1_similar_name_1km","CONCORD","CONCORD"
3107,2234,"step1_similar_name_1km","STRAFFORD","STRAFFORD"
3108,2235,"step1_similar_name_1km","CANTERBURY","CANTERBURY"
3109,2236,"step1_similar_name_1km","GILMANTN I W","GILMANTN I W"
3110,2237,"step1_similar_name_1km","WILMOT","WILMOT"
3111,2238,"step1_similar_name_1km","MT CHOCORUA","MT CHOCORUA"
3112,2239,"step1_similar_name_1km","WALPOLE","WALPOLE"
3113,2240,"step1_similar_name_1km","MARLOW","MARLOW"
3114,2241,"step1_similar_name_1km","LEMPSTER","LEMPSTER"
3115,2242,"step1_similar_name_1km","CRAWFORD NOT","CRAWFORD NOT"
3116,2243,"step1_similar_name_1km","JEFFERSON HL","JEFFERSON HL"
3117,2244,"step1_similar_name_1km","FRANCONIA","FRANCONIA"
3118,2245,"step1_similar_name_1km","MILAN","MILAN"
3119,2246,"step1_similar_name_1km","STRATFORD","STRATFORD"
3120,2247,"step1_similar_name_1km","DIXVIL NOTCH","DIXVIL NOTCH"
3121,2248,"step1_similar_name_1km","CLARKSVILLE","CLARKSVILLE"
3122,2249,"step1_similar_name_1km","GLEN","GLEN"
3123,2250,"step1_similar_name_1km","EAST KINGSTON","EAST KINGSTON"
3124,2251,"step1_similar_name_1km","JEFFERS NTCH","JEFFERS NTCH"
3126,2252,"step1_similar_name_1km","WOODBURY HGT","WOODBURY HGT"
3127,2253,"step1_similar_name_1km","GREENWICH","GREENWICH"
3128,2254,"step1_similar_name_1km","SIX POINTS","SIX POINTS"
3129,2255,"step1_similar_name_1km","DEEPWATER","DEEPWATER"
3130,2256,"step1_similar_name_1km","TOMS RIVER","TOMS RIVER"
3131,2257,"step1_similar_name_1km","ALBION","ALBION"
3132,2258,"step1_similar_name_1km","ANCORA","ANCORA"
3133,2259,"step1_similar_name_1km","MASONVILLE","MASONVILLE"
3134,2260,"step1_similar_name_1km","BENNETT MILL","BENNETT MILL"
3135,2261,"step1_similar_name_1km","SANDBROOK","SANDBROOK"
3136,2288,"step1_similar_name_1km","HOLMANSVILLE","HOLMANSVILLE 2"
3137,2263,"step1_similar_name_1km","CLARKSVILLE","CLARKSVILLE"
3138,2264,"step1_similar_name_1km","NEW BEDFORD","NEW BEDFORD"
3139,2265,"step1_similar_name_1km","CROTON","CROTON"
3140,2266,"step1_similar_name_1km","ROBBINSVILLE","ROBBINSVILLE"
3141,2267,"step1_similar_name_1km","HOPE","HOPE"
3142,2268,"step1_similar_name_1km","PASSAIC","PASSAIC"
3143,2269,"step1_similar_name_1km","MIDVALE","MIDVALE"
3144,2270,"step1_similar_name_1km","KEMAH LAKE","KEMAH LAKE"
3145,2271,"step1_similar_name_1km","BLOOMSBURY","BLOOMSBURY"
3146,2272,"step1_similar_name_1km","HIGH POINT","HIGH POINT"
3147,2273,"step1_similar_name_1km","DOVER","DOVER"
3148,2274,"step1_similar_name_1km","POTTERSVILLE","POTTERSVILLE"
3149,2275,"step1_similar_name_1km","GILLETTE","GILLETTE"
3150,2276,"step1_similar_name_1km","KEYPORT","KEYPORT"
3151,2277,"step1_similar_name_1km","CRANBURY","CRANBURY"
3152,2278,"step1_similar_name_1km","ROOSEVELT","ROOSEVELT"
3153,2279,"step1_similar_name_1km","FRIENDSHIP","FRIENDSHIP"
3154,2280,"step1_similar_name_1km","POMONA","POMONA"
3155,2281,"step1_similar_name_1km","OCEAN CITY","OCEAN CITY"
3156,2282,"step1_similar_name_1km","VILLAS","VILLAS"
3157,2283,"step1_similar_name_1km","SPRAGUETOWN","SPRAGUETOWN"
3158,2284,"step1_similar_name_1km","MT MISERY","MT MISERY"
3160,2285,"step1_similar_name_1km","PEDRICKTOWN","PEDRICKTOWN"
3161,2286,"step1_similar_name_1km","WINSLOW","WINSLOW"
3162,2287,"step1_similar_name_1km","BENNETT MILL 2","BENNETT MILL 2"
3163,2288,"step1_similar_name_1km","Holmansville 2","HOLMANSVILLE 2"
3164,2265,"step1_similar_name_1km","CROTON 2","CROTON"
3165,2290,"step1_similar_name_1km","RAMSEYSBURG","RAMSEYSBURG"
3166,2291,"step1_similar_name_1km","DEL HAVEN","DEL HAVEN"
3167,2292,"step1_similar_name_1km","SPRAGUETOWN 2","SPRAGUETOWN 2"
3168,2285,"step1_similar_name_1km","PEDRICKTOWN 2","PEDRICKTOWN"
3169,2293,"step1_similar_name_1km","CAPE MAY CH","CAPE MAY CH"
3170,2283,"step1_similar_name_1km","SPRAGUETOWN 3","SPRAGUETOWN"
3171,2294,"step1_similar_name_1km","FARMINGTON","FARMINGTON"
3173,2296,"step1_similar_name_1km","CEBOLLA","CEBOLLA"
3174,2297,"step1_similar_name_1km","OJO SARCO","OJO SARCO"
3175,2298,"step1_similar_name_1km","FARLEY","FARLEY"
3176,2299,"step1_similar_name_1km","GRENVILLE","GRENVILLE"
3177,2300,"step1_similar_name_1km","CROWNPOINT","CROWNPOINT"
3178,2301,"step1_similar_name_1km","TORREON","TORREON"
3179,2302,"step1_similar_name_1km","LA CIENEGA","LA CIENEGA"
3180,2303,"step1_similar_name_1km","PECOS","PECOS"
3183,2305,"step1_similar_name_1km","FENCE LAKE","FENCE LAKE"
3185,2307,"step1_similar_name_1km","VALENCIA","VALENCIA"
3186,2308,"step1_similar_name_1km","CLAUNCH","CLAUNCH"
3187,2309,"step1_similar_name_1km","COOLEY LAKE","COOLEY LAKE"
3188,2310,"step1_similar_name_1km","FLOYD","FLOYD"
3189,2311,"step1_similar_name_1km","HORSE SPGS","HORSE SPGS"
3190,2312,"step1_similar_name_1km","HORSE MTN","HORSE MTN"
3191,2313,"step1_similar_name_1km","SAN ANTONIO","SAN ANTONIO"
3192,2314,"step1_similar_name_1km","CARRIZOZO","CARRIZOZO"
3193,2315,"step1_similar_name_1km","ROSWELL","ROSWELL"
3194,2316,"step1_similar_name_1km","CAPROCK","CAPROCK"
3195,2317,"step1_similar_name_1km","GAGE","GAGE"
3196,2318,"step1_similar_name_1km","DEMING","DEMING"
3197,2319,"step1_similar_name_1km","JORNADA","JORNADA"
3198,2320,"step1_similar_name_1km","CLOUDCROFT","CLOUDCROFT"
3199,2321,"step1_similar_name_1km","LAKEWOOD","LAKEWOOD"
3200,2322,"step1_similar_name_1km","MALJAMAR","MALJAMAR"
3201,2323,"step1_similar_name_1km","RODEO","RODEO"
3202,2324,"step1_similar_name_1km","SHIPROCK","SHIPROCK"
3203,2325,"step1_similar_name_1km","COUNSELOR","COUNSELOR"
3204,2326,"step1_similar_name_1km","STINKING LK.","STINKING LK."
3205,2327,"step1_similar_name_1km","ANGEL FIRE","ANGEL FIRE"
3206,2328,"step1_similar_name_1km","RATON","RATON"
3207,2329,"step1_similar_name_1km","SEDAN","SEDAN"
3209,2331,"step1_similar_name_1km","MT. TAYLOR","MT. TAYLOR"
3210,2332,"step1_similar_name_1km","VALLECITOS","VALLECITOS"
3211,2333,"step1_similar_name_1km","GALLINAS","GALLINAS"
3212,2334,"step1_similar_name_1km","VARIADERO","VARIADERO"
3213,2335,"step1_similar_name_1km","ROSEBUD","ROSEBUD"
3214,2336,"step1_similar_name_1km","QUEMADO","QUEMADO"
3215,2337,"step1_similar_name_1km","DATIL","DATIL"
3216,2338,"step1_similar_name_1km","MOUNTAINAIR","MOUNTAINAIR"
3217,2339,"step1_similar_name_1km","CORONA EAST","CORONA EAST"
3218,2340,"step1_similar_name_1km","PASTURA","PASTURA"
3219,2341,"step1_similar_name_1km","CLOVIS","CLOVIS"
3220,2342,"step1_similar_name_1km","RESERVE","RESERVE"
3221,2343,"step1_similar_name_1km","VICKS PEAK","VICKS PEAK"
3222,2344,"step1_similar_name_1km","LABORCITA","LABORCITA"
3223,2345,"step1_similar_name_1km","CAPITAN MTN.","CAPITAN MTN."
3224,2346,"step1_similar_name_1km","BITTER LAKE","BITTER LAKE"
3225,2347,"step1_similar_name_1km","PEP","PEP"
3226,2348,"step1_similar_name_1km","RED ROCK","RED ROCK"
3227,2349,"step1_similar_name_1km","EMORY PASS","EMORY PASS"
3228,2350,"step1_similar_name_1km","MESILLA","MESILLA"
3229,2351,"step1_similar_name_1km","PINON","PINON"
3230,2352,"step1_similar_name_1km","QUEEN","QUEEN"
3231,2353,"step1_similar_name_1km","HOBBS","HOBBS"
3232,2354,"step1_similar_name_1km","HATCHET PEAK","HATCHET PEAK"
3233,2355,"step1_similar_name_1km","COLUMBUS","COLUMBUS"
3236,2356,"step1_similar_name_1km","AZTEC","AZTEC"
3237,2357,"step1_similar_name_1km","BLUEWATER LAKE","BLUEWATER LAKE"
3238,2358,"step1_similar_name_1km","SABINOSO","SABINOSO"
3239,2359,"step1_similar_name_1km","LOGAN","LOGAN"
3240,2360,"step1_similar_name_1km","CERRO VERDE","CERRO VERDE"
3241,2361,"step1_similar_name_1km","ESCONDIDA","ESCONDIDA"
3242,2362,"step1_similar_name_1km","CLAUNCH 2","CLAUNCH 2"
3243,2363,"step1_similar_name_1km","ENGLE","ENGLE"
3244,2364,"step1_similar_name_1km","LAKE VALLEY","LAKE VALLEY"
3245,2365,"step1_similar_name_1km","SAN SIMON","SAN SIMON"
3246,2366,"step1_similar_name_1km","DULCE","DULCE"
3247,2367,"step1_similar_name_1km","Angel Fire 2","ANGEL FIRE 2"
3248,2368,"step1_similar_name_1km","MAXWELL","MAXWELL"
3249,2331,"step1_similar_name_1km","MT. TAYLOR 2","MT. TAYLOR"
3250,2369,"step1_similar_name_1km","SALT LAKE","SALT LAKE"
3251,2370,"step1_similar_name_1km","MAGDALENA","MAGDALENA"
3252,2371,"step1_similar_name_1km","GALLO ARROYO","GALLO ARROYO"
3253,2344,"step1_similar_name_1km","LABORCITA 2","LABORCITA"
3254,2372,"step1_similar_name_1km","LA PLATA","LA PLATA"
3255,2373,"step1_similar_name_1km","SUNSHINE WLL","SUNSHINE WLL"
3256,2374,"step1_similar_name_1km","SALT LAKE 2","SALT LAKE 2"
3257,2372,"step1_similar_name_1km","LA PLATA 2","LA PLATA"
3258,2375,"step1_similar_name_1km","CAPULIN","CAPULIN"
3259,2376,"step1_similar_name_1km","WESTHAMPTON","WESTHAMPTON"
3260,2377,"step1_similar_name_1km","MANORVILLE","MANORVILLE"
3261,2378,"step1_similar_name_1km","HUNTINGTON","HUNTINGTON"
3262,2379,"step1_similar_name_1km","JONES BEACH","JONES BEACH"
3263,2380,"step1_similar_name_1km","HAUPPAUGE","HAUPPAUGE"
3264,2381,"step1_similar_name_1km","BEDFORD","BEDFORD"
3265,2382,"step1_similar_name_1km","SOMERS","SOMERS"
3267,2384,"step1_similar_name_1km","HIGHLAND","HIGHLAND"
3268,2385,"step1_similar_name_1km","WARWICK","WARWICK"
3269,2386,"step1_similar_name_1km","MIDDLETOWN","MIDDLETOWN"
3271,2388,"step1_similar_name_1km","WESTBROOKVLE","WESTBROOKVLE"
3272,2389,"step1_similar_name_1km","W SHOKAN","W SHOKAN"
3273,2390,"step1_similar_name_1km","MT HOPE","MT HOPE"
3274,2391,"step1_similar_name_1km","AUSTERLITZ","AUSTERLITZ"
3275,2392,"step1_similar_name_1km","PETERSBURG","PETERSBURG"
3276,2393,"step1_similar_name_1km","CATSKILLS","CATSKILLS"
3277,2394,"step1_similar_name_1km","GHENT","GHENT"
3278,2395,"step1_similar_name_1km","BALLSTON LK","BALLSTON LK"
3279,2396,"step1_similar_name_1km","DURHAM","DURHAM"
3280,2397,"step1_similar_name_1km","MEDUSA","MEDUSA"
3281,2398,"step1_similar_name_1km","COOPERSTOWN","COOPERSTOWN"
3283,2400,"step1_similar_name_1km","COBLESKILL","COBLESKILL"
3284,2401,"step1_similar_name_1km","DUANESBURG","DUANESBURG"
3285,2402,"step1_similar_name_1km","S BERNE","S BERNE"
3286,2403,"step1_similar_name_1km","PLATTE COVE","PLATTE COVE"
3287,2404,"step1_similar_name_1km","LAURENS","LAURENS"
3288,2405,"step1_similar_name_1km","WHITNEY PT","WHITNEY PT"
3289,2406,"step1_similar_name_1km","COVENTRYVILE","COVENTRYVILE"
3290,2407,"step1_similar_name_1km","MCDONOUGH","MCDONOUGH"
3291,2408,"step1_similar_name_1km","CORBETTSVILE","CORBETTSVILE"
3292,2409,"step1_similar_name_1km","ONEONTA","ONEONTA"
3293,2410,"step1_similar_name_1km","ORISKANY FLS","ORISKANY FLS"
3294,2411,"step1_similar_name_1km","OXFORD","OXFORD"
3295,2412,"step1_similar_name_1km","CAYUGA","CAYUGA"
3297,2414,"step1_similar_name_1km","E NEWARK","E NEWARK"
3298,2415,"step1_similar_name_1km","ROMULUS","ROMULUS"
3299,2416,"step1_similar_name_1km","DRYDEN","DRYDEN"
3300,2417,"step1_similar_name_1km","MACDOUGALL","MACDOUGALL"
3301,2418,"step1_similar_name_1km","TRUMANSBURG","TRUMANSBURG"
3302,2419,"step1_similar_name_1km","VESTAL CTR","VESTAL CTR"
3303,2420,"step1_similar_name_1km","PHILLIPS CR","PHILLIPS CR"
3304,2421,"step1_similar_name_1km","SWAIN","SWAIN"
3305,2422,"step1_similar_name_1km","ORLEANS","ORLEANS"
3306,2423,"step1_similar_name_1km","RUSHVILLE","RUSHVILLE"
3307,2424,"step1_similar_name_1km","BRANCHPORT","BRANCHPORT"
3308,2425,"step1_similar_name_1km","CANADICE L","CANADICE L"
3309,2426,"step1_similar_name_1km","MENDON","MENDON"
3310,2427,"step1_similar_name_1km","MT MORRIS","MT MORRIS"
3311,2428,"step1_similar_name_1km","HAMBURG","HAMBURG"
3312,2429,"step1_similar_name_1km","WEST SENECA","WEST SENECA"
3313,2430,"step1_similar_name_1km","GAINESVILLE","GAINESVILLE"
3314,2431,"step1_similar_name_1km","CATTARAUGUS","CATTARAUGUS"
3315,2432,"step1_similar_name_1km","EAST JAVA","EAST JAVA"
3316,2433,"step1_similar_name_1km","CASTILE","CASTILE"
3317,2434,"step1_similar_name_1km","RANDOLPH","RANDOLPH"
3318,2435,"step1_similar_name_1km","CENTERVILLE","CENTERVILLE"
3319,2436,"step1_similar_name_1km","SHERIDAN","SHERIDAN"
3320,2437,"step1_similar_name_1km","CHERRY HILL","CHERRY HILL"
3321,2438,"step1_similar_name_1km","NASHVILLE","NASHVILLE"
3322,2439,"step1_similar_name_1km","ST JOHNSBURG","ST JOHNSBURG"
3323,2440,"step1_similar_name_1km","E YOUNGSTOWN","E YOUNGSTOWN"
3324,2441,"step1_similar_name_1km","BYRON","BYRON"
3325,2442,"step1_similar_name_1km","CHURCHVILLE","CHURCHVILLE"
3326,2443,"step1_similar_name_1km","PENFIELD","PENFIELD"
3327,2444,"step1_similar_name_1km","N VICTORY 2","N VICTORY"
3328,2445,"step1_similar_name_1km","CICERO CTR","CICERO CTR"
3329,2446,"step1_similar_name_1km","WATERTOWN","WATERTOWN"
3330,2447,"step1_similar_name_1km","PULASKI","PULASKI"
3331,2448,"step1_similar_name_1km","MCKEEVER","MCKEEVER"
3332,2449,"step1_similar_name_1km","ALDER CREEK","ALDER CREEK"
3333,2450,"step1_similar_name_1km","KASOAG","KASOAG"
3334,2451,"step1_similar_name_1km","HIGHMARKET","HIGHMARKET"
3335,2452,"step1_similar_name_1km","NUMBER FOUR","NUMBER FOUR"
3336,2453,"step1_similar_name_1km","N WILMURT","N WILMURT"
3337,2454,"step1_similar_name_1km","ONEIDA","ONEIDA"
3338,2455,"step1_similar_name_1km","CLINTON","CLINTON"
3339,2456,"step1_similar_name_1km","BLUE RIDGE N","BLUE RIDGE N"
3340,2457,"step1_similar_name_1km","OLD FORGE","OLD FORGE"
3341,2458,"step1_similar_name_1km","BLUE RIDGE S","BLUE RIDGE S"
3342,2459,"step1_similar_name_1km","NEWCOMB","NEWCOMB"
3343,2460,"step1_similar_name_1km","SPECULATOR","SPECULATOR"
3344,2461,"step1_similar_name_1km","HOPE FALLS","HOPE FALLS"
3345,2462,"step1_similar_name_1km","INLET","INLET"
3346,2463,"step1_similar_name_1km","NORTH RIVER","NORTH RIVER"
3347,2464,"step1_similar_name_1km","SALEM","SALEM"
3348,2465,"step1_similar_name_1km","ARGYLE","ARGYLE"
3349,2466,"step1_similar_name_1km","NORTH EASTON","NORTH EASTON"
3350,2467,"step1_similar_name_1km","S HORICON","S HORICON"
3351,2468,"step1_similar_name_1km","WARRENSBURG","WARRENSBURG"
3352,2469,"step1_similar_name_1km","FOWLER","FOWLER"
3353,2470,"step1_similar_name_1km","WADDINGTON","WADDINGTON"
3354,2471,"step1_similar_name_1km","OGDENSBURG","OGDENSBURG"
3355,2472,"step1_similar_name_1km","DEGRASSE","DEGRASSE"
3356,2473,"step1_similar_name_1km","WANAKENA","WANAKENA"
3357,2474,"step1_similar_name_1km","DEXTER LAKE","DEXTER LAKE"
3358,2475,"step1_similar_name_1km","GABRIELS","GABRIELS"
3359,2476,"step1_similar_name_1km","SABATTIS","SABATTIS"
3360,2477,"step1_similar_name_1km","PARISHVILLE","PARISHVILLE"
3361,2478,"step1_similar_name_1km","HOPKINTON","HOPKINTON"
3362,2479,"step1_similar_name_1km","TUPPER LAKE","TUPPER LAKE"
3363,2480,"step1_similar_name_1km","WEST BANGOR","WEST BANGOR"
3364,2481,"step1_similar_name_1km","UNDERWOOD","UNDERWOOD"
3365,2482,"step1_similar_name_1km","DANNEMORA","DANNEMORA"
3367,2484,"step1_similar_name_1km","WILLSBORO","WILLSBORO"
3368,2485,"step1_similar_name_1km","NAPLES","NAPLES"
3369,2486,"step1_similar_name_1km","S VANDALIA","S VANDALIA"
3370,2487,"step1_similar_name_1km","SCIOTA","SCIOTA"
3371,2488,"step1_similar_name_1km","PHILADELPHIA","PHILADELPHIA"
3372,2489,"step1_similar_name_1km","BALMAT","BALMAT"
3373,2490,"step1_similar_name_1km","CRESCENT","CRESCENT"
3374,2491,"step1_similar_name_1km","DOWNSVILLE","DOWNSVILLE"
3375,2492,"step1_similar_name_1km","MILFORD","MILFORD"
3376,2402,"step1_similar_name_1km","S BERNE 2","S BERNE"
3377,2411,"step1_similar_name_1km","OXFORD 2","OXFORD"
3378,2493,"step1_similar_name_1km","Swain 2","SWAIN 2"
3379,2494,"step1_similar_name_1km","HARRIS HILL","HARRIS HILL"
3380,2444,"step1_similar_name_1km","N Victory","N VICTORY"
3381,2457,"step1_similar_name_1km","OLD FORGE 2","OLD FORGE"
3383,2496,"step1_similar_name_1km","ST REGIS FLS","ST REGIS FLS"
3384,2497,"step1_similar_name_1km","UNDERWOOD 2","UNDERWOOD 2"
3385,2498,"step1_similar_name_1km","PURDY","PURDY"
3386,2385,"step1_similar_name_1km","Warwick 2","WARWICK"
3387,2499,"step1_similar_name_1km","ORANGE LAKE","ORANGE LAKE"
3388,2500,"step1_similar_name_1km","HORSESHOE L.","HORSESHOE L."
3396,2501,"step1_similar_name_1km","SHALLOTTE","SHALLOTTE"
3397,2502,"step1_similar_name_1km","MERRIMON","MERRIMON"
3398,2503,"step1_similar_name_1km","MYRTLE GROVE","MYRTLE GROVE"
3399,2504,"step1_similar_name_1km","WARDS CORNER","WARDS CORNER"
3400,2505,"step1_similar_name_1km","HALLSBORO","HALLSBORO"
3401,2506,"step1_similar_name_1km","FAIRMONT","FAIRMONT"
3402,2507,"step1_similar_name_1km","MASHOES","MASHOES"
3403,2508,"step1_similar_name_1km","ARAPAHOE","ARAPAHOE"
3404,2509,"step1_similar_name_1km","BEARGRASS","BEARGRASS"
3405,2510,"step1_similar_name_1km","SPEED","SPEED"
3406,2511,"step1_similar_name_1km","KINSTON","KINSTON"
3407,2512,"step1_similar_name_1km","JORDAN","JORDAN"
3408,2513,"step1_similar_name_1km","ROSE","ROSE"
3409,2514,"step1_similar_name_1km","SAXAPAHAW","SAXAPAHAW"
3410,2515,"step1_similar_name_1km","CLIMAX","CLIMAX"
3411,2516,"step1_similar_name_1km","MOORESVILLE","MOORESVILLE"
3412,2517,"step1_similar_name_1km","OAKBORO","OAKBORO"
3413,2518,"step1_similar_name_1km","CHERRYVILLE","CHERRYVILLE"
3414,2519,"step1_similar_name_1km","JONAS RIDGE","JONAS RIDGE"
3415,2520,"step1_similar_name_1km","BREVARD","BREVARD"
3416,2521,"step1_similar_name_1km","CRAVEN GAP","CRAVEN GAP"
3417,2522,"step1_similar_name_1km","FONTANA","FONTANA"
3418,2523,"step1_similar_name_1km","CALIFORNIA","CALIFORNIA"
3419,2524,"step1_similar_name_1km","ARCOLA","ARCOLA"
3420,2525,"step1_similar_name_1km","YOUNGSVILLE","YOUNGSVILLE"
3421,2526,"step1_similar_name_1km","MADISON","MADISON"
3422,2527,"step1_similar_name_1km","COPELAND","COPELAND"
3423,2528,"step1_similar_name_1km","CALL","CALL"
3424,2529,"step1_similar_name_1km","GRANDY","GRANDY"
3425,2530,"step1_similar_name_1km","CULLOWHEE","CULLOWHEE"
3427,2532,"step1_similar_name_1km","SUPPLY","SUPPLY"
3428,2533,"step1_similar_name_1km","ROWLAND","ROWLAND"
3429,2534,"step1_similar_name_1km","MILLTAIL CR","MILLTAIL CR"
3430,2535,"step1_similar_name_1km","REELSBORO","REELSBORO"
3431,2536,"step1_similar_name_1km","JAMESVILLE","JAMESVILLE"
3432,2537,"step1_similar_name_1km","MOORESVILLE 2","MOORESVILLE 2"
3433,2538,"step1_similar_name_1km","WACO","WACO"
3434,2539,"step1_similar_name_1km","SAWMILL","SAWMILL"
3435,2540,"step1_similar_name_1km","OTEEN","OTEEN"
3436,2523,"step1_similar_name_1km","CALIFORNIA 2","CALIFORNIA"
3437,2541,"step1_similar_name_1km","EDEN","EDEN"
3439,2542,"step1_similar_name_1km","NEWPORT","NEWPORT"
