"CountryNum","StateNum","Route","RouteName","Active","Stratum","BCR","RouteTypeID","RouteTypeDetailID","pt_id","name_clean","rteno","RTENAME","SUM_ARC_LE","MIN_rte_le","MAX_rte_le","MIN_date_a","MAX_date_a","line_id","name_clean.line","name_similarity","dist_to_line"
840,"03","119","ANCHOR RIVER",1,96,4,1,1,161,"anchor river",3119,"ANCHOR RIVER",41321.633,41321.63,41321.63,2001,2001,151,"anchor river",1,15.0729999045911
840,"03","121","PETERSBURG",0,94,5,1,1,162,"petersburg",3121,"PETERSBURG",42958.695,42958.7,42958.7,2001,2001,152,"petersburg",1,274.251711048142
840,"03","122","SITKA",1,94,5,1,1,163,"sitka",3122,"SITKA",37833.151,37833.15,37833.15,2001,2001,153,"sitka",1,535.719232952993
840,"03","123","THORNE BAY",0,94,5,1,1,164,"thorne bay",3123,"THORNE BAY",38486.457,38486.46,38486.46,2001,2001,154,"thorne bay",1,539.694632419943
840,"03","124","ZIMOVIA STRT",0,94,5,1,1,165,"zimovia strt",3124,"ZIMOVIA STRT",28663.084,28663.08,28663.08,2001,2001,155,"zimovia strt",1,93.0987782610124
840,"03","125","YAKUTAT",1,94,5,1,1,166,"yakutat",3125,"YAKUTAT",38336.656,38336.66,38336.66,2001,2001,156,"yakutat",1,598.487029759302
840,"03","131","CHINIAK",1,96,2,1,1,167,"chiniak",3131,"CHINIAK",38215.27,38215.27,38215.27,2001,2001,157,"chiniak",1,239.897051069564
840,"03","142","CHENA HOT SPRING 2",1,25,4,1,1,169,"chena hot spring 2",3142,"CHENA HOT SPRING 2",41838.043,41838.04,41838.04,2001,2001,158,"chena hot spring 2",1,340.395584176206
840,"03","180","DILLINGHAM",1,25,2,1,1,170,"dillingham",3180,"DILLINGHAM",48014.699,48014.7,48014.7,2001,2001,159,"dillingham",1,35.1828105188209
840,"03","191","COLD BAY",1,99,2,1,1,171,"cold bay",3891,"COLD BAY",25076.324,25076.32,25076.32,2001,2001,234,"cold bay",1,691.64841406069
840,"03","192","KING SALMON",1,25,2,1,1,172,"king salmon",3892,"KING SALMON",33362.328,33362.33,33362.33,2001,2001,235,"king salmon",1,120.350791523358
840,"03","212","LAKE LOUISE",1,68,4,1,1,173,"lake louise",3212,"LAKE LOUISE",50441.492,50441.49,50441.49,2001,2001,162,"lake louise",1,26.7676729089685
840,"03","213","SU BRIDGE",0,68,4,1,1,174,"su bridge",3213,"SU BRIDGE",41208.332,41208.33,41208.33,2001,2001,163,"su bridge",1,247.161575611604
840,"03","216","HOPE",1,96,5,1,1,175,"hope",3216,"HOPE",46293.121,46293.12,46293.12,2001,2001,164,"hope",1,32.589480238688
840,"03","218","COHOE",1,96,4,1,1,177,"cohoe",3218,"COHOE",43328.207,43328.21,43328.21,2001,2001,166,"cohoe",1,254.620327704
840,"03","219","SELDOVIA",0,96,4,1,1,178,"seldovia",3219,"SELDOVIA",19752.652,19752.65,19752.65,2001,2001,167,"seldovia",1,4.21260671232189
